Bd_DisCh_EVBat,Bd_E_HW,Bd_Fl_HP,Bd_FracCh_Bat,Bd_FracCh_EVBat,Bd_Frac_Vent_sp_out,Bd_Pw_Bat_sp_out,Bd_T_HP_return,Bd_T_HP_sp_out,Bd_T_HP_supply,Ext_Irr,Ext_P,Ext_RH,Ext_T,Fa_ECh_Bat,Fa_ECh_EVBat,Fa_EDCh_Bat,Fa_EDCh_EVBat,Fa_E_All,Fa_E_Appl,Fa_E_HVAC,Fa_E_Light,Fa_E_self,Fa_Pw_All,Fa_Pw_Prod,Fa_Stat_EV,HVAC_Pw_HP,HVAC_onoff_HP,P1_FlFrac_HW,P1_T_Tank,P1_T_Tank_sp_out,P1_T_Thermostat_sp_out,P2_FlFrac_HW,P2_T_Tank,P2_T_Tank_sp_out,P2_T_Thermostat_sp_out,P3_FlFrac_HW,P3_T_Tank,P3_T_Tank_sp_out,P3_T_Thermostat_sp_out,P4_FlFrac_HW,P4_T_Tank,P4_T_Tank_sp_out,P4_T_Thermostat_sp_out,Z01_E_Appl,Z01_RH,Z01_T,Z02_E_Appl,Z02_RH,Z02_T,Z03_E_Appl,Z03_RH,Z03_T,Z04_E_Appl,Z04_RH,Z04_T,Z05_E_Appl,Z05_RH,Z05_T,Z06_E_Appl,Z06_RH,Z06_T,Z07_E_Appl,Z07_RH,Z07_T,Z08_E_Appl,Z08_RH,Z08_T
0,14.30969042,0,0.004186421,0,0.5,0.207911691,45.03217245,45,45.03217245,0,102500,78,6.32,41.58233816,0,0,0,624.5572012,0,624.5572012,0,624.5572012,1544.93432,-875.4176455,0,0,1,0,52.36557641,50,23.93892626,0,52.36557641,50,25.75528258,0,52.36557641,50,25.75528258,0,52.36557641,50,23.93892626,0,32.84021001,20.60450023,0,34.85778922,20.06699777,0,32.74348746,20.67714384,0,35.17442053,20.52879929,0,33.20322656,20.43679459,0,34.21781739,20.70439689,0,33.23565829,20.42619735,0,34.88796864,20.36177759
0,14.30271878,1.8847944,0.008369426,0,0.5,0.207911691,43.90651063,45,48.78914879,0,102500,76.75,6.43,41.58233816,0,0,0,77.246716,0,77.246716,0,118.8290542,12285.03831,-875.4176455,0,10740.10399,1,0,52.35018807,50,23.93892626,0,52.35018807,50,25.75528258,0,52.35018807,50,25.75528258,0,52.35018807,50,23.93892626,0,32.53694768,20.65355064,0,34.56623306,20.1078184,0,32.4355751,20.72687709,0,34.85697314,20.59260365,0,32.87721645,20.49449969,0,33.92478917,20.75622874,0,32.94365558,20.46656684,0,34.58724274,20.4125699
0,14.2957507,1.8847944,0.012549023,0,0.5,0.207911691,43.92815953,45,48.89156726,0,102500,75.5,6.54,41.58233816,0,0,0,614.2519153,0,614.2519153,0,655.8342534,12299.02888,-875.4176455,0,10754.09456,1,0,52.3348072,50,23.93892626,0,52.3348072,50,25.75528258,0,52.3348072,50,25.75528258,0,52.3348072,50,23.93892626,0,32.23257394,20.70123244,0,34.27218113,20.1473698,0,32.12705912,20.77522164,0,34.54019996,20.65406681,0,32.55130195,20.5504953,0,33.63023593,20.80635747,0,32.65000872,20.50580071,0,34.28553303,20.4615324
0,14.28878617,1.8847944,0.016725221,0,0.5,0.207911691,44.36322175,45,49.31132547,0,102500,74.25,6.65,41.58233816,0,0,0,614.9514439,0,614.9514439,0,656.5337821,12375.60976,-875.4176455,0,10830.67544,1,0,52.31943381,50,23.93892626,0,52.31943381,50,25.75528258,0,52.31943381,50,25.75528258,0,52.31943381,50,23.93892626,0,31.92261782,20.74977477,0,33.96975379,20.18840893,0,31.81344187,20.82440684,0,34.21790656,20.71600193,0,32.22090698,20.6070216,0,33.32833685,20.85756404,0,32.35016595,20.54612849,0,33.97681533,20.51145975
0,14.2818252,1.8847944,0.020898027,0,0.5,0.207911691,44.52260784,45,49.49775512,0,102500,73,6.76,41.58233816,0,0,0,618.7804878,0,618.7804878,0,660.362826,12407.74167,-875.4176455,0,10862.80735,1,0,52.30406788,50,23.93892626,0,52.30406788,50,25.75528258,0,52.30406788,50,25.75528258,0,52.30406788,50,23.93892626,0,31.60845842,20.79848928,0,33.66090209,20.23007132,0,31.49606361,20.87374451,0,33.8918858,20.77759132,0,31.88737412,20.66340252,0,33.02098802,20.90899723,0,32.04552475,20.58685581,0,33.66295629,20.56151428
0,14.27486779,1.8847944,0.02506745,0,0.5,0.207911691,44.66282984,45,49.62240298,0,102500,71.75,6.87,41.58233816,0,0,0,620.3870837,0,620.3870837,0,661.9694219,12431.09494,-875.4176455,0,10886.16062,1,0,52.28870941,50,23.93892626,0,52.28870941,50,25.75528258,0,52.28870941,50,25.75528258,0,52.28870941,50,23.93892626,0,31.29022715,20.847308,0,33.34595903,20.27225312,0,31.17501744,20.92316721,0,33.56234218,20.83877713,0,31.55078162,20.71958104,0,32.70851187,20.96056874,0,31.73621786,20.62790538,0,33.344232,20.6116157
0,14.26791392,1.8847944,0.029233499,0,0.5,0.207911691,44.79855385,45,49.74425685,0,102500,70.5,6.98,41.58233816,0,0,0,621.554747,0,621.554747,0,663.1370852,12453.84936,-875.4176455,0,10908.91504,1,0,52.27335841,50,23.93892626,0,52.27335841,50,25.75528258,0,52.27335841,50,25.75528258,0,52.27335841,50,23.93892626,0,30.96811642,20.89612588,0,33.02533169,20.31480724,0,30.8504639,20.97257036,0,33.22956246,20.89945587,0,31.21128201,20.77546247,0,32.39130347,21.01214689,0,31.42244943,20.66916443,0,33.02098937,20.66164063
0,14.2609636,1.8847944,0.033396181,0,0.5,0.207911691,44.9148201,45,49.84785949,0,102500,69.25,7.09,41.58233816,0,0,0,622.6924682,0,622.6924682,0,664.2748064,12473.24394,-875.4176455,0,10928.30962,1,0,52.25801486,50,23.93892626,0,52.25801486,50,25.75528258,0,52.25801486,50,25.75528258,0,52.25801486,50,23.93892626,0,30.64237409,20.9448065,0,32.69946869,20.35755118,0,30.52261789,21.02181793,0,32.8938752,20.95948644,0,30.86907577,20.8309203,0,32.06978578,21.06356437,0,31.10446886,20.71048945,0,32.69361975,20.71142884
0,14.25401683,0,0.037555504,0,0.5,0.207911691,45.00108271,45,45.00108271,0,102500,68,7.2,41.58233816,0,0,0,623.6621971,0,623.6621971,0,665.2445353,1294.93432,-875.4176455,0,0,1,0,52.24267876,50,23.93892626,0,52.24267876,50,25.75528258,0,52.24267876,50,25.75528258,0,52.24267876,50,23.93892626,0,30.31322322,20.99321731,0,32.36877375,20.40031042,0,30.19167755,21.0707777,0,32.5555687,21.01873366,0,30.52434868,20.88583161,0,31.74434334,21.11466118,0,30.78251509,20.75174039,0,32.36247306,20.7608255
0,14.24707361,1.8847944,0.041711477,0,0.5,0.207911691,43.93024741,45,48.90301428,0,102500,68.2,7.195,41.58233816,0,0,0,64.746716,0,64.746716,0,106.3290542,12300.57412,-875.4176455,0,10755.6398,1,0,52.22735011,50,23.93892626,0,52.22735011,50,25.75528258,0,52.22735011,50,25.75528258,0,52.22735011,50,23.93892626,0,30.01704974,21.0322124,0,32.07980649,20.43185188,0,29.89384643,21.11029951,0,32.26026358,21.06595919,0,30.21368284,20.93105991,0,31.4600238,21.1541721,0,30.49353513,20.78378065,0,32.07350772,20.79858994
0,14.24013392,0,0.049796254,0,0.5,0.406736643,45.45060489,45,45.45060489,0,102500,68.4,7.19,81.34732862,0,0,0,615.028706,0,615.028706,0,656.6110441,1397.46716,-1712.575339,0,0,1,0,52.2120289,50,25.75528258,0,52.2120289,50,23.93892626,0,52.2120289,50,18.06107374,0,52.2120289,50,16.24471742,0,29.75080684,21.06865146,0,31.82701505,20.46067276,0,29.62606445,21.14724325,0,32.00157773,21.10971282,0,30.11168045,20.86860442,0,31.44044824,21.06240622,0,30.41515753,20.7080947,0,32.05828789,20.70345827
0,14.23319778,0,0.057868522,0,0.5,0.406736643,46.23939232,45,46.23939232,0,102500,68.6,7.185,81.34732862,0,0,0,69.873358,0,69.873358,0,151.2206866,1147.46716,-1712.575339,0,0,1,0,52.19671513,50,25.75528258,0,52.19671513,50,23.93892626,0,52.19671513,50,18.06107374,0,52.19671513,50,16.24471742,0,29.51464306,21.10299737,0,31.60972274,20.48736463,0,29.3884563,21.18207146,0,31.77851373,21.15061953,0,30.14659788,20.74193235,0,31.59017388,20.89337597,0,30.47466916,20.56849961,0,32.21794144,20.53019419
0,14.22626517,0,0.065928339,0,0.5,0.406736643,46.23602732,45,46.23602732,0,102500,68.8,7.18,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.1814088,50,25.75528258,0,52.1814088,50,23.93892626,0,52.1814088,50,18.06107374,0,52.1814088,50,16.24471742,0,29.30509081,21.13580871,0,31.42300232,20.51261804,0,29.1775496,21.21534334,0,31.58605663,21.18940643,0,30.24025899,20.59697426,0,31.80487219,20.70384315,0,30.59254718,20.41128392,0,32.44434519,20.33638445
0,14.21933611,0,0.073975762,0,0.5,0.406736643,45.06749178,45,45.06749178,0,102500,69,7.175,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.1661099,50,25.75528258,0,52.1661099,50,23.93892626,0,52.1661099,50,18.06107374,0,52.1661099,50,16.24471742,0,29.1183839,21.16760936,0,31.26180264,20.53707163,0,28.98957561,21.24758373,0,31.41914068,21.22674747,0,30.35451764,20.45493738,0,32.03328641,20.51989682,0,30.72992825,20.257821,0,32.68431888,20.14853269
0,14.21241057,0,0.082010847,0,0.5,0.406736643,45.04744344,45,45.04744344,0,102500,69.2,7.17,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.15081843,50,25.75528258,0,52.15081843,50,23.93892626,0,52.15081843,50,18.06107374,0,52.15081843,50,16.24471742,0,28.95849887,21.1948553,0,31.13144389,20.55636266,0,28.82847306,21.27524811,0,31.28309526,21.25830101,0,30.47845874,20.32070609,0,32.2612257,20.3473862,0,30.87571981,20.11301176,0,32.9231231,19.97259537
0,14.20548857,0,0.090033652,0,0.5,0.406736643,45.41523418,45,45.41523418,0,102500,69.4,7.165,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.13553438,50,25.75528258,0,52.13553438,50,23.93892626,0,52.13553438,50,18.06107374,0,52.13553438,50,16.24471742,0,28.82156816,21.21862039,0,31.02678923,20.57183298,0,28.69037745,21.29941094,0,31.1727302,21.2854403,0,30.611422,20.19329823,0,32.48883937,20.18491133,0,31.02932799,19.97583197,0,33.16091889,19.80715723
0,14.1985701,0,0.098044232,0,0.5,0.406736643,45.60107897,45,45.60107897,0,102500,69.6,7.16,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.12025776,50,25.75528258,0,52.12025776,50,23.93892626,0,52.12025776,50,18.06107374,0,52.12025776,50,16.24471742,0,28.70227488,21.24099635,0,30.94077508,20.58606612,0,28.56998152,21.32216499,0,31.08089454,21.31078667,0,30.7543585,20.07101348,0,32.71860152,20.03021133,0,31.19180016,19.84453265,0,33.40027735,19.64992059
0,14.19165516,0,0.106042642,0,0.5,0.406736643,45.76624874,45,45.76624874,0,102500,69.8,7.155,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.10498856,50,25.75528258,0,52.10498856,50,23.93892626,0,52.10498856,50,18.06107374,0,52.10498856,50,16.24471742,0,28.59729302,21.26307084,0,30.8690657,20.60038931,0,28.46396414,21.34459905,0,31.00322061,21.33570125,0,30.90740924,19.95279327,0,32.95175061,19.88185521,0,31.36334627,19.71801505,0,33.6425077,19.49942495
0,14.18474375,0,0.114028937,0,0.5,0.406736643,45.91586838,45,45.91586838,0,102500,70,7.15,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.08972676,50,25.75528258,0,52.08972676,50,23.93892626,0,52.08972676,50,18.06107374,0,52.08972676,50,16.24471742,0,28.50443598,21.28537026,0,30.8089076,20.61542676,0,28.37013755,21.36724073,0,30.93696292,21.36083884,0,31.06994082,19.8381352,0,33.18831008,19.73912622,0,31.54339634,19.59573523,0,33.88768315,19.35491838
0,14.17783586,0,0.122003173,0,0.5,0.406736643,46.05647673,45,46.05647673,0,102500,70.2,7.145,81.34732862,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-1712.575339,0,0,1,0,52.07447238,50,25.75528258,0,52.07447238,50,23.93892626,0,52.07447238,50,18.06107374,0,52.07447238,50,16.24471742,0,28.42243524,21.30796309,0,30.75881291,20.63123494,0,28.28722346,21.39015963,0,30.88066494,21.38628243,0,31.24103424,19.72678276,0,33.42776741,19.60163299,0,31.73107168,19.47740165,0,34.13531818,19.21597853
0,14.1709315,0,0.133461432,0,0.5,0.587785252,46.13450302,45,46.13450302,0,102500,70.4,7.14,117.5570505,0,0,0,57.373358,0,57.373358,0,138.7206866,1147.46716,-2474.885273,0,0,1,0,52.05922541,50,25.75528258,0,52.05922541,50,18.06107374,0,52.05922541,50,18.06107374,0,52.05922541,50,25.75528258,0,28.35062199,21.3306295,0,30.71811663,20.64751473,0,28.38805495,21.31162374,0,31.07122903,21.28665032,0,31.41978303,19.61853892,0,33.66952977,19.46907235,0,31.71194127,19.47184597,0,34.0985233,19.21785124
0,14.16403065,0,0.14489516,0,0.5,0.587785252,44.94069842,45,45.00489879,0,102500,70.6,7.135,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,52.04398583,50,25.75528258,0,52.04398583,50,18.06107374,0,52.04398583,50,18.06107374,0,52.04398583,50,25.75528258,0,28.2885604,21.35307117,0,30.68645466,20.66387542,0,28.60596135,21.17144488,0,31.41397077,21.11178934,0,31.60540833,19.5132021,0,33.91310456,19.34115107,0,31.56706436,19.53621089,0,33.89118577,19.30631809
0,14.15713333,1.8847944,0.156304512,0,0.5,0.587785252,44.9863892,45,49.85895905,0,102500,70.8,7.13,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,12331.13854,-2474.885273,0,10933.67138,1,0,52.02875366,50,25.75528258,0,52.02875366,50,18.06107374,0,52.02875366,50,18.06107374,0,52.02875366,50,25.75528258,0,28.24154604,21.37172145,0,30.67113815,20.67591899,0,28.86608381,21.01389966,0,31.80208772,20.91686012,0,31.79725579,19.41055653,0,34.15809344,19.2175757,0,31.39522538,19.61943221,0,33.65056405,19.41722238
0,14.15023952,0,0.167689643,0,0.5,0.587785252,45.45448578,45,45.45448578,0,102500,71,7.125,117.5570505,0,0,0,616.5569269,0,616.5569269,0,734.1139773,1397.46716,-2474.885273,0,0,1,0,52.01352888,50,25.75528258,0,52.01352888,50,18.06107374,0,52.01352888,50,18.06107374,0,52.01352888,50,25.75528258,0,28.19201619,21.39627037,0,30.64870493,20.69556093,0,29.1320829,20.85978981,0,32.1835204,20.72768722,0,31.99480217,19.31037131,0,34.40419362,19.09805782,0,31.2205899,19.70859575,0,33.41126374,19.53415551
0,14.14334923,0,0.179050706,0,0.5,0.587785252,45.73583138,45,45.73583138,0,102500,71.2,7.12,117.5570505,0,0,0,69.873358,0,69.873358,0,187.4304085,1147.46716,-2474.885273,0,0,1,0,51.99831149,50,25.75528258,0,51.99831149,50,18.06107374,0,51.99831149,50,18.06107374,0,51.99831149,50,25.75528258,0,28.15584161,21.41712956,0,30.64079866,20.71095799,0,29.3943477,20.71401865,0,32.54534874,20.55022896,0,32.19766953,19.21238967,0,34.65117715,18.98231707,0,31.07165241,19.78856332,0,33.21112714,19.63840969
0,14.13646245,0,0.190387852,0,0.5,0.587785252,45.89209968,45,45.89209968,0,102500,71.4,7.115,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,51.98310149,50,25.75528258,0,51.98310149,50,18.06107374,0,51.98310149,50,18.06107374,0,51.98310149,50,25.75528258,0,28.13180111,21.43461599,0,30.64592887,20.72251229,0,29.65341428,20.57566615,0,32.88990239,20.38318607,0,32.40575743,19.11626211,0,34.89888024,18.87008048,0,30.94565042,19.86027557,0,33.04542475,19.73131082
0,14.12957918,0,0.201701231,0,0.5,0.587785252,45.99642835,45,45.99642835,0,102500,71.6,7.11,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,51.96789887,50,25.75528258,0,51.96789887,50,18.06107374,0,51.96789887,50,18.06107374,0,51.96789887,50,25.75528258,0,28.11585292,21.45072264,0,30.65874862,20.73269023,0,29.91134701,20.44304629,0,33.22184177,20.22432457,0,32.61836993,19.0219742,0,35.1472145,18.76107408,0,30.83511489,19.92720803,0,32.9031068,19.81732302
0,14.12269942,0,0.212990989,0,0.5,0.587785252,46.0996683,45,46.0996683,0,102500,71.8,7.105,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,51.95270364,50,25.75528258,0,51.95270364,50,18.06107374,0,51.95270364,50,18.06107374,0,51.95270364,50,25.75528258,0,28.10537702,21.46665886,0,30.67584169,20.74297892,0,30.16928366,20.31508157,0,33.54426788,20.07220077,0,32.83481656,18.92953936,0,35.39620286,18.65500828,0,30.7353665,19.99145806,0,32.77714512,19.89915883
0,14.11582317,0,0.224257275,0,0.5,0.587785252,46.19652714,45,46.19652714,0,102500,72,7.1,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,51.93751578,50,25.75528258,0,51.93751578,50,18.06107374,0,51.93751578,50,18.06107374,0,51.93751578,50,25.75528258,0,28.09924658,21.48279933,0,30.69585486,20.75382285,0,30.42748348,20.19124009,0,33.85873286,19.92607345,0,33.05425665,18.83906975,0,35.64607983,18.55152262,0,30.64445638,20.05374237,0,32.66441631,19.97778688
0,14.10895043,0,0.235500232,0,0.5,0.587785252,45.0049646,45,45.0049646,0,102500,72.2,7.09,117.5570505,0,0,0,57.373358,0,57.373358,0,174.9304085,1147.46716,-2474.885273,0,0,1,0,51.92233529,50,25.75528258,0,51.92233529,50,18.06107374,0,51.92233529,50,18.06107374,0,51.92233529,50,25.75528258,0,28.09657474,21.49910598,0,30.7178373,20.76515701,0,30.68527533,20.0712153,0,34.16534622,19.78549971,0,33.27523989,18.75068201,0,35.89585395,18.45047679,0,30.561181,20.11412675,0,32.56302756,20.05335122
0,14.10208119,1.8847944,0.249637199,0,0.5,0.743144825,44.95027527,45,49.81973647,0,102500,72.4,7.08,148.6289651,0,0,0,57.373358,0,57.373358,0,174.9304085,12324.23506,-3129.030844,0,10926.7679,1,0,51.90716217,50,23.93892626,0,51.90716217,50,16.24471742,0,51.90716217,50,25.75528258,0,51.90716217,50,18.06107374,0,28.10327475,21.5117598,0,30.75002143,20.77226904,0,30.9421641,19.95477464,0,34.46428532,19.65014047,0,33.26579362,18.77359469,0,35.83513175,18.48800049,0,30.69046394,20.065379,0,32.74425037,19.9935491
0,14.09521545,0,0.263737846,0,0.5,0.743144825,45.375122,45,45.375122,0,102500,72.6,7.07,148.6289651,0,0,0,616.2117532,0,616.2117532,0,764.8407183,1147.46716,-3129.030844,0,0,1,0,51.89199642,50,23.93892626,0,51.89199642,50,16.24471742,0,51.89199642,50,25.75528258,0,51.89199642,50,18.06107374,0,28.10291422,21.53008795,0,30.77028534,20.78662955,0,31.19796204,19.84169753,0,34.75600989,19.51968326,0,33.09796697,18.87344792,0,35.56448784,18.62098173,0,30.95276542,19.94968467,0,33.09883566,19.85133178
0,14.08835321,0,0.27780245,0,0.5,0.743144825,45.67361191,45,45.67361191,0,102500,72.8,7.06,148.6289651,0,0,0,57.373358,0,57.373358,0,206.0023231,1397.46716,-3129.030844,0,0,1,0,51.87683803,50,23.93892626,0,51.87683803,50,16.24471742,0,51.87683803,50,25.75528258,0,51.87683803,50,18.06107374,0,28.11152215,21.54461984,0,30.80061861,20.79654454,0,31.45266255,19.73176128,0,35.04112954,19.3938236,0,32.89424588,18.99228721,0,35.25203436,18.77698345,0,31.25933789,19.81390004,0,33.50512043,19.68519826
0,14.08149446,0,0.291831285,0,0.5,0.743144825,45.82285446,45,45.82285446,0,102500,73,7.05,148.6289651,0,0,0,69.873358,0,69.873358,0,218.5023231,1147.46716,-3129.030844,0,0,1,0,51.86168699,50,23.93892626,0,51.86168699,50,16.24471742,0,51.86168699,50,25.75528258,0,51.86168699,50,18.06107374,0,28.12782591,21.55596889,0,30.83939163,20.80278752,0,31.70633763,19.62474162,0,35.32025353,19.27226793,0,32.70080696,19.1079796,0,34.96285275,18.9274207,0,31.56742575,19.68010723,0,33.9042223,19.52264753
0,14.07463922,0,0.305824619,0,0.5,0.743144825,45.91158385,45,45.91158385,0,102500,73.2,7.04,148.6289651,0,0,0,57.373358,0,57.373358,0,206.0023231,1147.46716,-3129.030844,0,0,1,0,51.84654331,50,23.93892626,0,51.84654331,50,16.24471742,0,51.84654331,50,25.75528258,0,51.84654331,50,18.06107374,0,28.14815345,21.56615037,0,30.88167027,20.8078492,0,31.95909457,19.52041284,0,35.59394932,19.15473665,0,32.52480844,19.21683831,0,34.70696037,19.06723758,0,31.8661136,19.55361265,0,34.28159417,19.37019462
