Bd_Ch_EVBat_sp_out,Bd_DisCh_EVBat,Bd_E_HW,Bd_Fl_HP,Bd_FracCh_Bat,Bd_FracCh_EVBat,Bd_Frac_Vent_sp_out,Bd_Pw_Bat_sp_out,Bd_T_HP_return,Bd_T_HP_sp_out,Bd_T_HP_supply,Ext_Irr,Ext_P,Ext_RH,Ext_T,Fa_ECh_Bat,Fa_ECh_EVBat,Fa_EDCh_Bat,Fa_EDCh_EVBat,Fa_E_All,Fa_E_Appl,Fa_E_HVAC,Fa_E_Light,Fa_E_self,Fa_Pw_All,Fa_Pw_Prod,Fa_Stat_EV,HVAC_Pw_HP,HVAC_onoff_HP,P1_FlFrac_HW,P1_T_Tank,P1_T_Tank_sp_out,P1_T_Thermostat_sp_out,P2_FlFrac_HW,P2_T_Tank,P2_T_Tank_sp_out,P2_T_Thermostat_sp_out,P3_FlFrac_HW,P3_T_Tank,P3_T_Tank_sp_out,P3_T_Thermostat_sp_out,P4_FlFrac_HW,P4_T_Tank,P4_T_Tank_sp_out,P4_T_Thermostat_sp_out,Z01_E_Appl,Z01_RH,Z01_T,Z02_E_Appl,Z02_RH,Z02_T,Z03_E_Appl,Z03_RH,Z03_T,Z04_E_Appl,Z04_RH,Z04_T,Z05_E_Appl,Z05_RH,Z05_T,Z06_E_Appl,Z06_RH,Z06_T,Z07_E_Appl,Z07_RH,Z07_T,Z08_E_Appl,Z08_RH,Z08_T,time,Timestamp,Month,Day,Hour,Minute,battery_correction,PV_Gen_corrected
0.0,0.0,14.32200756247619,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,78.0,6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.39071419510535,30.0,16.0,0.0,52.39071419510535,27.0,17.5,0.0,52.39071419510535,32.0,16.5,0.0,52.39071419510535,26.0,17.0,0.0,37.09288978481629,18.56330642248258,0.0,39.42141193716211,17.94774100572772,0.0,37.14924601607089,18.55907423744524,0.0,39.07433286572717,18.67159861354832,0.0,37.5545063133063,18.37385217624461,0.0,38.85128117685436,18.4732166840426,0.0,37.41565397098189,18.43815275501291,0.0,39.10613804234024,18.36263605313951,2160.0,2017-01-01 00:30:00,1,1,0,30,0.0,0.0
0.0,0.0,14.31502870691884,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,76.75,6.430000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.37531264849103,30.0,16.0,0.0,52.37531264849103,27.0,17.5,0.0,52.37531264849103,32.0,16.5,0.0,52.37531264849103,26.0,17.0,0.0,37.05217646280455,18.4753094665657,0.0,39.44165618090318,17.82799080514841,0.0,37.0973325567747,18.47392412728086,0.0,39.06283878905961,18.5646495637246,0.0,37.49491227667144,18.29309209254522,0.0,38.83981951733052,18.36666125624217,0.0,37.38320968343749,18.34533283453565,0.0,39.10729296098692,18.25024489232212,2340.0,2017-01-01 00:33:00,1,1,0,33,0.0,0.0
0.0,0.0,14.30805341472983,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,75.5,6.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.35991858384969,30.0,16.0,0.0,52.35991858384969,27.0,17.5,0.0,52.35991858384969,32.0,16.5,0.0,52.35991858384969,26.0,17.0,0.0,36.99666167544479,18.39059944191342,0.0,39.4413595021354,17.71289969403338,0.0,37.03087849524599,18.39214270569746,0.0,39.03176449940277,18.46165137267469,0.0,37.42048325805904,18.21563680190555,0.0,38.80961409051168,18.26395640521033,0.0,37.33572391896814,18.25596485626973,0.0,39.08845132291887,18.14216647749345,2520.0,2017-01-01 00:36:00,1,1,0,36,0.0,0.0
0.0,0.0,14.30108168393334,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,74.25,6.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.34453199734449,30.0,16.0,0.0,52.34453199734449,27.0,17.5,0.0,52.34453199734449,32.0,16.5,0.0,52.34453199734449,26.0,17.0,0.0,36.92616368743927,18.30916627208734,0.0,39.42128559608179,17.60213313228572,0.0,36.94977888817695,18.31367263659453,0.0,38.98200503674713,18.36232905515063,0.0,37.33118223046689,18.14141610655938,0.0,38.76079351234068,18.16508375045103,0.0,37.27305052327301,18.17000588093866,0.0,39.05049142438181,18.03807840631746,2700.0,2017-01-01 00:39:00,1,1,0,39,0.0,0.0
0.0,0.0,14.29411351253106,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,73.0,6.760000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.32915288517107,30.0,16.0,0.0,52.32915288517107,27.0,17.5,0.0,52.32915288517107,32.0,16.5,0.0,52.32915288517107,26.0,17.0,0.0,36.84057466266298,18.23097465914228,0.0,39.38209331644207,17.49539545118552,0.0,36.85396510600512,18.23844845598177,0.0,38.91424876324572,18.26646904238951,0.0,37.22700345035225,18.07035429481697,0.0,38.69330057591404,18.07009203098836,0.0,37.19516999999244,18.08736743135369,0.0,38.99329928338244,17.93804901871617,2880.0,2017-01-01 00:42:00,1,1,0,42,0.0,0.0
0.0,0.0,14.28714889853959,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,71.75,6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3137812436427,30.0,16.0,0.0,52.3137812436427,27.0,17.5,0.0,52.3137812436427,32.0,16.5,0.0,52.3137812436427,26.0,17.0,0.0,36.73984051370432,18.15597182268178,0.0,39.32452495494985,17.39235101392694,0.0,36.74340359087029,18.16639839333393,0.0,38.82870271059654,18.17403979971749,0.0,37.1079624360427,18.00237153698122,0.0,38.60714485756587,17.97899810898397,0.0,37.10219497608257,18.00790974903355,0.0,38.91670902135226,17.84215751880312,3060.0,2017-01-01 00:45:00,1,1,0,45,0.0,0.0
0.0,0.0,14.2801878400293,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,70.5,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.2984170689163,30.0,16.0,0.0,52.2984170689163,27.0,17.5,0.0,52.2984170689163,32.0,16.5,0.0,52.2984170689163,26.0,17.0,0.0,36.6239470422345,18.08409420310131,0.0,39.24865032871549,17.29293093377838,0.0,36.6180858864398,18.09744580814872,0.0,38.72557821504103,18.08499075039355,0.0,36.97409723871029,17.93738509986295,0.0,38.50243190142118,17.89177334402795,0.0,36.99426358532917,17.93148767417052,0.0,38.82077971641629,17.75039143335475,3240.0,2017-01-01 00:48:00,1,1,0,48,0.0,0.0
0.0,0.0,14.27323033499987,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.25,7.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.28306035714722,30.0,16.0,0.0,52.28306035714722,27.0,17.5,0.0,52.28306035714722,32.0,16.5,0.0,52.28306035714722,26.0,17.0,0.0,36.49290812493174,18.01527152801169,0.0,39.15421028364136,17.19719797744731,0.0,36.47802751699523,18.03151048492587,0.0,38.60468144960005,17.99943378596448,0.0,36.82546299315727,17.87531033881016,0.0,38.37934601357588,17.80835622286565,0.0,36.87130077227125,17.8580558800392,0.0,38.70573471455524,17.66266623701077,3420.0,2017-01-01 00:51:00,1,1,0,51,0.0,0.0
0.0,0.0,14.26627638145072,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,68.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.26771110459849,30.0,16.0,0.0,52.26771110459849,27.0,17.5,0.0,52.26771110459849,32.0,16.5,0.0,52.26771110459849,26.0,17.0,0.0,36.34675818966404,17.94942906082446,0.0,39.04104313131774,17.10517639839133,0.0,36.32326454712296,17.96850976828471,0.0,38.46594503882322,17.91742153520892,0.0,36.6621286158524,17.81606151904932,0.0,38.2380975078027,17.72866603418865,0.0,36.73320339420825,17.7875850070736,0.0,38.57188098939798,17.57885952901076,3600.0,2017-01-01 00:54:00,1,1,0,54,0.0,0.0
0.0,0.0,14.25932597743031,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,68.19999999999999,7.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.25236930746721,30.0,16.0,0.0,52.25236930746721,27.0,17.5,0.0,52.25236930746721,32.0,16.5,0.0,52.25236930746721,26.0,17.0,0.0,36.21216302194576,17.8859636612354,0.0,38.94337484249301,17.01618713216908,0.0,36.18043059249192,17.90783362558864,0.0,38.34208222943278,17.83828518270224,0.0,36.51099190203728,17.75902694428369,0.0,38.11190587696885,17.65195662241162,0.0,36.60679225703697,17.7195096324158,0.0,38.45286226858516,17.49817642456858,3780.0,2017-01-01 00:57:00,1,1,0,57,0.0,0.0
0.0,0.0,14.25237912095737,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,68.4,7.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.23703496201729,30.0,16.0,0.0,52.23703496201729,27.0,17.5,0.0,52.23703496201729,32.0,16.5,0.0,52.23703496201729,26.0,17.0,0.0,36.10452075645514,17.82447867678615,0.0,38.88054213675494,16.92977166734144,0.0,36.06488229566656,17.84907994577957,0.0,38.2515241216086,17.76157609831054,0.0,36.38755357144133,17.70380324404691,0.0,38.01946366843585,17.57773551707022,0.0,36.50756623524789,17.65345685389553,0.0,38.36769956113893,17.42006583820944,3960.0,2017-01-01 01:00:00,1,1,1,0,0.0,0.0
0.0,0.0,14.24543581008161,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,68.6,7.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.22170806440525,30.0,16.0,0.0,52.22170806440525,27.0,17.5,0.0,52.22170806440525,32.0,16.5,0.0,52.22170806440525,26.0,17.0,0.0,36.026959666675,17.7648060398846,0.0,38.85579249103068,16.84573707056403,0.0,35.97971990465349,17.79207687032176,0.0,38.19733368984861,17.68711361354012,0.0,36.2949404946341,17.65021723537603,0.0,37.9638726075743,17.50579392600016,0.0,36.43866928949158,17.58927393404213,0.0,38.31987002929039,17.3441894956223,4140.0,2017-01-01 01:03:00,1,1,1,3,0.0,0.0
0.0,0.0,14.2384960428039,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,68.80000000000001,7.180000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.20638861083074,30.0,16.0,0.0,52.20638861083074,27.0,17.5,0.0,52.20638861083074,32.0,16.5,0.0,52.20638861083074,26.0,17.0,0.0,35.97698711356663,17.70688513012813,0.0,38.86509683801324,16.76401603477859,0.0,35.92242640255308,17.7367610221292,0.0,38.17563327418348,17.61484300370131,0.0,36.23060412830365,17.59820731430117,0.0,37.94122176948245,17.43605582624795,0.0,36.39756723130988,17.52691139974898,0.0,38.30543368881955,17.27047613472814,4320.0,2017-01-01 01:06:00,1,1,1,6,0.0,0.0
0.0,0.0,14.2315598171453,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.0,7.175000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.19107659757054,30.0,16.0,0.0,52.19107659757054,27.0,17.5,0.0,52.19107659757054,32.0,16.5,0.0,52.19107659757054,26.0,17.0,0.0,35.9509657356094,17.65068142599298,0.0,38.9031081125605,16.68457023313803,0.0,35.88934829591043,17.68309506417105,0.0,38.18130404554351,17.54473738441698,0.0,36.1908409566536,17.54774217605206,0.0,37.94633383459477,17.36847650868717,0.0,36.38057891436654,17.46634378967695,0.0,38.31910596860625,17.19891172083445,4500.0,2017-01-01 01:09:00,1,1,1,9,0.0,0.0
0.0,0.0,14.22462713116212,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.19999999999999,7.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.17577202082391,30.0,16.0,0.0,52.17577202082391,27.0,17.5,0.0,52.17577202082391,32.0,16.5,0.0,52.17577202082391,26.0,17.0,0.0,35.94574475683274,17.59615675014795,0.0,38.96529041132334,16.60735516551813,0.0,35.87731989784061,17.63104133447373,0.0,38.21000933233544,17.47676196724628,0.0,36.17244582940336,17.49878862991484,0.0,37.97482749724657,17.30300588510971,0.0,36.38450925110679,17.40754062991268,0.0,38.35640651395683,17.12947648285167,4680.0,2017-01-01 01:12:00,1,1,1,12,0.0,0.0
0.0,0.0,14.21769798287558,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.4,7.165000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16047487682497,30.0,16.0,0.0,52.16047487682497,27.0,17.5,0.0,52.16047487682497,32.0,16.5,0.0,52.16047487682497,26.0,17.0,0.0,35.95883920801278,17.54326407660275,0.0,39.0481258335228,16.53231587186736,0.0,35.88381992774605,17.58055836687311,0.0,38.25838679291419,17.4108699539592,0.0,36.17287353911769,17.4513067950593,0.0,38.02330146668558,17.23958384185526,0.0,36.40683559659158,17.35046304070337,0.0,38.41384893680351,17.06213345311553,4860.0,2017-01-01 01:15:00,1,1,1,15,0.0,0.0
0.0,0.0,14.21077237032322,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.6,7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.14518516182326,30.0,16.0,0.0,52.14518516182326,27.0,17.5,0.0,52.14518516182326,32.0,16.5,0.0,52.14518516182326,26.0,17.0,0.0,35.98819708712023,17.49195918931642,0.0,39.14878294537994,16.45939123580395,0.0,35.90678595234176,17.53160131919423,0.0,38.3237393761263,17.3470070340537,0.0,36.19004258622185,17.40525278240419,0.0,38.08903097605327,17.17814417942418,0.0,36.44548835409039,17.29506708886244,0.0,38.48865355407958,16.99683360043465,5040.0,2017-01-01 01:18:00,1,1,1,18,0.0,0.0
0.0,0.0,14.20385029154988,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,69.80000000000001,7.155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.12990287203296,30.0,16.0,0.0,52.12990287203296,27.0,17.5,0.0,52.12990287203296,32.0,16.5,0.0,52.12990287203296,26.0,17.0,0.0,36.03203748949709,17.44219619079421,0.0,39.26486662436661,16.38851764078329,0.0,35.94442434083798,17.48412458710104,0.0,38.40378702780354,17.2851153515282,0.0,36.22214332871778,17.36058166265486,0.0,38.16971427223159,17.11861744587736,0.0,36.49867026437425,17.24130636817284,0.0,38.57846598973748,16.93352171995864,5220.0,2017-01-01 01:21:00,1,1,1,21,0.0,0.0
0.0,0.0,14.19693174458451,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,70.0,7.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.11462800364356,30.0,16.0,0.0,52.11462800364356,27.0,17.5,0.0,52.11462800364356,32.0,16.5,0.0,52.11462800364356,26.0,17.0,0.0,36.08876173501968,17.39393032472882,0.0,39.39427988180587,16.31963087532133,0.0,35.99512557592638,17.43808247437351,0.0,38.49653657619903,17.22513553432761,0.0,36.26755245911583,17.31724891167529,0.0,38.26335481840722,17.06092824598105,0.0,36.56477343705171,17.18913335890758,0.0,38.68123349035104,16.87213973417613,5400.0,2017-01-01 01:24:00,1,1,1,24,0.0,0.0
0.0,0.0,14.19001672744533,0.0,0.0,0.0,0.5,0.0,53.92577786978208,35.0,53.92577786978208,0.0,102500.0,70.2,7.145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0993605529016,30.0,16.0,0.0,52.0993605529016,27.0,17.5,0.0,52.0993605529016,32.0,16.5,0.0,52.0993605529016,26.0,17.0,0.0,36.15691682150591,17.34711664231639,0.0,39.53516797607361,16.25266656340194,0.0,36.05743187341351,17.39342967567075,0.0,38.60022563728573,17.167007312926,0.0,36.32479804439608,17.27521088353369,0.0,38.36816276091122,17.00501198280147,0.0,36.64232718299147,17.1385049695318,0.0,38.79514293377608,16.81262770745448,5580.0,2017-01-01 01:27:00,1,1,1,27,0.0,0.0
